created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Aug 13 21:07:44 +0000 2023;1690832531254616064;"Komite Wasit Dipimpin Erick Thohir, Ada yang Aneh-Aneh Akan Dihukum Seumur Hidup!  #Wasit #Prabowo #Gallagher #PSSI #Nana #MoSalah https://t.co/3ZlrJC6eMI";0;0;0;0;in;1636815031030669312;1690832531254616064;MacanbolaID;https://twitter.com/MacanbolaID/status/1690832531254616064
Sun Aug 13 20:24:15 +0000 2023;1690821589321809920;"Persib Bandung Gagal Mengalahkan Barito Putera di BRI Liga 1  Berita Selengkapnya - https://t.co/51aOJMftZV  #Persib #baritoputera #pssi #BRILiga1 #liga1 #ligasatuindoneisa1 https://t.co/D01llhC2sx";0;0;0;0;in;1689906567087550465;1690821589321809920;LIGA1INDON54257;https://twitter.com/LIGA1INDON54257/status/1690821589321809920
Sun Aug 13 19:59:36 +0000 2023;1690815385757679616;"#LTID - Muhammad Ragil Pertama Kali Dipanggil Shin Tae-yong  #LTID #ligatarkamID #beritabola #beritabolaindonesia #timnasindonesia #PSSI #sepakbolaindonesia #PTLIB #liga1 #briliga1 #indonesialiga1 #bhayangkarafc #TimnasDay #timnasu23 https://t.co/fgX7kd4y4S";0;0;0;0;in;1672139723463327747;1690815385757679616;LigatarkamID;https://twitter.com/LigatarkamID/status/1690815385757679616
Sun Aug 13 18:27:02 +0000 2023;1690792090555531265;"Keseruan Bapak @ErickThohir saat mengajak anak, istri, keluarga dan staf-staf untuk refreshing nonton di bioskop. #ErickThohir: "Sesekali biar semangat lagi buat kembali kerja dan beraktivitas".  #erickthohir #indonesia #BUMN #PSSI #foryou #foryoupage  #trending https://t.co/V7dR5Lb6e1";0;0;0;0;in;1673043928235515904;1690792090555531265;asterick_jabar;https://twitter.com/asterick_jabar/status/1690792090555531265
Sun Aug 13 13:35:48 +0000 2023;1690718797924319232;"PSSI dikasih jempol sama kiper legend MU, Peter Schmeichel !!  #ManchesterUnited #GGMU #SepakBola #Soccer #Football #PSSI #ErickThohir https://t.co/gSia6eJtDY";0;0;0;0;in;1593156160818855936;1690718797924319232;montureng;https://twitter.com/montureng/status/1690718797924319232
Sun Aug 13 11:48:25 +0000 2023;1690691776473145344;"Bangga dengan capaian Indonesia yang selalu bergerak maju dan menjadi negara terbaik di Asia Trnggara, inilah yang selalu diusahakan Pak #ErickThohir dalam membangun bangsa melalui #BUMN #PSSI #LRT  Tag : Persib Amanda Manopo Jokowi Farel Ari Lasso Nahan Durian PLTU CAT 3A Teriak https://t.co/TZuyUsfSrp";0;0;0;0;in;1673063800763981824;1690691776473145344;NarasiET;https://twitter.com/NarasiET/status/1690691776473145344
Sun Aug 13 11:35:48 +0000 2023;1690688602379067392;"Salah satu usaha #BUMN menghadirkan transportasi publik yang nyaman dan aman untuk masyarakat,, keren Pak #ErickThohir #PSSI #LRT #IKN WorldCup  Tag : Persib Amanda Manopo Jokowi Farel Ari Lasso Nahan Durian PLTU CAT 3A Teriak https://t.co/rOUVg0dzDK";0;0;0;0;in;1673075093424189440;1690688602379067392;Wadah_ET;https://twitter.com/Wadah_ET/status/1690688602379067392
Sun Aug 13 09:21:50 +0000 2023;1690654887317819392;"DEBUT GEMILANG JUDE BELLINGHAM DI REAL MADRID: ANCELOTTI TERKESIMA  Lihat Selengkapnya : https://t.co/CAOjaKIXR0  #Bellingham #RealMadrid #losblancos #LALIGAHighlights #pssi #cmgacor89 https://t.co/YwLx8JTsXh";0;0;0;0;in;1642037761057382400;1690654887317819392;Cmgacor89;https://twitter.com/Cmgacor89/status/1690654887317819392
Sun Aug 13 07:29:33 +0000 2023;1690626629331247106;"Pemimpin harus ngerti Ekonomi ! Tim Medsos Pusat @erickthohir #ErickThohir #BUMN #EKonomi #UMKM #HIPMI #PSSI  #akhlak #ForumAKHLAKIndonesia #erichtohirmenyaparelawan #akhlakbumn #akhlakers #kitaatasi #AkhlakersRelawanErickThohir #aryakuntadi #BayuSamekto https://t.co/kAeU3chg6X";0;0;0;0;in;823277508;1690626629331247106;BayuGorontalo;https://twitter.com/BayuGorontalo/status/1690626629331247106
Sun Aug 13 04:53:35 +0000 2023;1690587381072871425;"#LTID - Kadek Arel Priyatna Absen Bela Bali United di Liga Champions Asia   #LTID #ligatarkamID #beritabola #beritabolaindonesia #timnasindonesia #PSSI #sepakbolaindonesia #PTLIB #liga1 #briliga1 #indonesialiga1 #baliunitedfans #TimnasDay #timnasu23 https://t.co/ujNebG17xB";0;0;0;0;in;1672139723463327747;1690587381072871425;LigatarkamID;https://twitter.com/LigatarkamID/status/1690587381072871425
