created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Jul 01 23:53:37 +0000 2023;1675291601785212932;"@erickthohir gimana ini pak, anda memberikan statemen berdasarkan apa , kebenciankah kepada Anis atau apa? Jadilah pejabat yang amanah pak malu sama anak SMA istri SMA orangtua klo kita g amanah #PSSI #JIS";0;0;0;0;in;1549641646874120192;1675291601785212932;nusantarakunet;https://twitter.com/nusantarakunet/status/1675291601785212932
Sat Jul 01 17:03:39 +0000 2023;1675188428756115456;"Erick Thohir untuk masa depan sepakbola Indonesia 🇮🇩   #erickthohir #pssi #timnasindonesia #TwitterDown #Gempa   Malam Minggu Sayang Ohm TWITTER KENAPA https://t.co/o86H0jBNhL";0;0;0;2;in;1673067482251411457;1675188428756115456;MamanSobari_;https://twitter.com/MamanSobari_/status/1675188428756115456
Sat Jul 01 13:15:18 +0000 2023;1675130960810233856;"Berkat tangan dingin &amp  kerja nyata Pak @erickthohir mampu bangkitkan BUMN da PSSI. Fix, pemimpin idaman🔥  #pssi #erickthohir #ericksolusi #kickandy #ketumpssi #menteribumn #bumn #wapres #satset  #timnasindonesia #pialaduniau17 #fifamatchday #sepakbolaindonesia #ETCawapresPilihan https://t.co/TB5zkp22Li";0;0;0;0;in;1593112434084306946;1675130960810233856;WalujoRaka;https://twitter.com/WalujoRaka/status/1675130960810233856
Sat Jul 01 12:03:30 +0000 2023;1675112892474228736;"Wasit wasit pergantian pemain TECO masuk maringga keluar ,, wkwkwkw #PSSI @Liga1Match https://t.co/N4HmZl391t";0;0;0;0;in;1242770558929887236;1675112892474228736;Wisnualfarizi4;https://twitter.com/Wisnualfarizi4/status/1675112892474228736
Sat Jul 01 11:09:07 +0000 2023;1675099206917439490;"Liga musim 2023/2024 dipastikan boleh dihadiri penonton sebanyak 100 persen sesuai dengan kapasitas stadion.  Untuk info selengkapnya, cek video berikut ini!  #bolaskorcom #liga1 #ptlib #pssi #bolaindonesia #ligaindonesia #infobola #kabarbola #beritabola #beritaolahraga https://t.co/i799xaakTe";0;0;0;0;in;940477788959555584;1675099206917439490;bolaskorcom;https://twitter.com/bolaskorcom/status/1675099206917439490
Sat Jul 01 11:08:35 +0000 2023;1675099073995743234;"Piala Dunia U-17 2023, Ini Sosok yang Dampingi Pelatih Bima Sakti #BimaSakti #ErickThohir #IndraSjafri #PialaDuniaU17 #PSSI  https://t.co/Kn89kthYGD https://t.co/Y2C7b7v95u";0;0;0;0;in;1139396104347250688;1675099073995743234;Beritabaruco;https://twitter.com/Beritabaruco/status/1675099073995743234
Sat Jul 01 10:34:04 +0000 2023;1675090385339826178;"Erick Thohir Sosok tepat memimpin Indonesia, terbukti sukses di #BUMN dan #PSSI   #erickthohir #SECRET_NUMBER #NabilaAtSiletAwards2023 #SOODAM De Gea Kepsek Bung Karno #Gempa #kenceng FIFA Maxim";0;0;0;0;in;1673120836063219716;1675090385339826178;asterick_jateng;https://twitter.com/asterick_jateng/status/1675090385339826178
Sat Jul 01 10:26:14 +0000 2023;1675088416571289602;"Keren Memang Ketum #PSSI Pak Erick Thohir Sudah kembali kan kepercayaan FIFA untuk menggelar #FifaWorldCupU17  #erickthohir #SECRET_NUMBER #NabilaAtSiletAwards2023 #SOODAM De Gea Kepsek Bung Karno #Gempa #kenceng Maxim";0;0;0;0;in;1673043677118345217;1675088416571289602;AsterickJatim;https://twitter.com/AsterickJatim/status/1675088416571289602
Sat Jul 01 09:42:29 +0000 2023;1675077407265685508;"Uji Coba Timnas Wanita Indonesia U-19 Untuk Tingkatkan Mental Pemain  #TimnasWanita #pssi @PSSI #FIFA  https://t.co/3cNcTgjibY";0;0;0;0;in;1531670208217116673;1675077407265685508;portalinfomase;https://twitter.com/portalinfomase/status/1675077407265685508
Sat Jul 01 08:16:26 +0000 2023;1675055750631297024;"Katanya siaran liga 1 mau niru liga Inggris?? Liga Inggris tahun 2006?? 😅 papan score board masih aja di tengah,   #liga1 #liga1match #BRIliga1 #ligaindonesia #premierleague #ferrypaulus #pssi #BaliUnited #persija #persib https://t.co/FJRksogMSH";0;0;0;0;in;704571534;1675055750631297024;lagidemenkopi;https://twitter.com/lagidemenkopi/status/1675055750631297024
Sat Jul 01 07:43:48 +0000 2023;1675047537005441024;"LIVE BOLA BALI UNITED vs PSS SLEMAN | BRI LIGA 1 INDONESIA  LINK : https://t.co/XbFhkyFgF2 #gayabola #bola #pssi #olahraga #sepakbola #Live #livestreaming #sport #indoenseia #baliunitedfc #baliday #bali #pssday #psssleman #balivssleman https://t.co/8hRHVvM0lC";0;4;18;12;in;302733569;1675047537005441024;GayaSports;https://twitter.com/GayaSports/status/1675047537005441024
Sat Jul 01 06:25:32 +0000 2023;1675027842596474882;"Bangga Indonesia kembali jadi Tuan Rumah gelaean besar sepakbola Dunia  #PSSI #ErickThohir #PialaDuniaU17 #Gempa De Gea";0;0;0;0;in;1673063800763981824;1675027842596474882;NarasiET;https://twitter.com/NarasiET/status/1675027842596474882
Sat Jul 01 05:02:53 +0000 2023;1675007042287984640;"JADWAL LIGA 1 INDONESIA HARI INI HANYA BERSAMA GAYABOLA.  LINK : https://t.co/fYnHQ6EmE4 #gayabola #bola #pssi #olahraga #sepakbola #Live #livestreaming #sport #indoenseia #baliunitedfc #baliday #bali #pssday #psssleman  #persisday #persissolo #persebayasurabaya #persebayaday https://t.co/fERwBiAEV2";0;0;1;5;in;1207176206455455744;1675007042287984640;BolaGaya;https://twitter.com/BolaGaya/status/1675007042287984640
Sat Jul 01 04:10:30 +0000 2023;1674993860836204547;"Sudah jadi korban meninggal, masih disalahkan pula. #usuttuntastragedikanjuruhan #pssi #erickthohir";0;0;0;0;in;1240248383790448641;1674993860836204547;moalfiqry;https://twitter.com/moalfiqry/status/1674993860836204547
Sat Jul 01 03:21:35 +0000 2023;1674981550004539392;"Tindakan yang dilakukan pihak keamanan yang berakibat kematian 135+ manusia termasuk anak anak dan perempuan di dalamnya yang hanya bisa berlari menyelamatkan diri saat ditembak gas air mata, karna gatau harus ke mana. #usuttuntastragedikanjuruhan #pssi #erickthohir";0;0;0;0;in;1240248383790448641;1674981547697647617;moalfiqry;https://twitter.com/moalfiqry/status/1674981550004539392
Sat Jul 01 01:08:50 +0000 2023;1674948140104028160;"🚨LIGA 1 IS BACK!  Wow liga 1 Indonesia beberapa jam lagi akan segera di gelar, @specs_indonesia dan @liga1match secara resmi telah memperkenalkan sebuah bola dengan design warna dan semangat baru untuk liga Indonesia yang lebih baik.   #indosiarsports #BRILiga1 #PSSI #Indonesia https://t.co/quHK42ptQc";0;0;0;0;in;1610586183654076416;1674948140104028160;gibahbola;https://twitter.com/gibahbola/status/1674948140104028160
Sat Jul 01 00:38:08 +0000 2023;1674940415022358529;"pernah tersandung kasus narkoba saat masih berseragam Brescia di Italia  #football #Guardiola #WorldCup #Ronaldo #pssi https://t.co/KSSdb1QinQ";0;0;0;0;in;1669766841563222017;1674940415022358529;FootballXXIII;https://twitter.com/FootballXXIII/status/1674940415022358529
