created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Aug 04 23:59:13 +0000 2023;1687614198455615490;"Persija Jakarta Menang di Markas PSS Sleman  Berita Selengkapnya  https://t.co/bwOsmYMNC9...  * * * *  Berita @ligasatuindonesia1  https://t.co/zZoqf05c6j  #ligasatuindonesia1 #briliga1 #pssi #psssleman #persija https://t.co/U2Zvbh08bL";0;0;0;0;in;1659401227590045698;1687614198455615490;seputar_liga1;https://twitter.com/seputar_liga1/status/1687614198455615490
Fri Aug 04 22:43:59 +0000 2023;1687595263668695051;"Pak ketua @PSSI @erickthohir mengusulkan beberapa lokasi stadion untuk piala dunia U-17 Tim Medsos Pusat FAI Erick Thohir #PSSI #PSSIINDONESIA #FIFA #ErickThohir #akhlak #ForumAKHLAKIndonesia #erichtohirmenyaparelawan #akhlakbumn #akhlakers #kitaatasi #AkhlakersRelawanErickThohir https://t.co/XPCBiUZkoG";0;0;0;0;in;823277508;1687595263668695051;BayuGorontalo;https://twitter.com/BayuGorontalo/status/1687595263668695051
Fri Aug 04 18:20:57 +0000 2023;1687529070068932608;"Team yang kuat adalah kunci kesuksesan Pak Erick Thohir dalam menjalankan tugasnya di BUMN dan PSSI #erickthohir #pssi #bumn #indonesia #kerjanyata #kerjasatset https://t.co/bHIOtWlFSz";0;0;0;0;in;1673120836063219716;1687529070068932608;asterick_jateng;https://twitter.com/asterick_jateng/status/1687529070068932608
Fri Aug 04 16:28:02 +0000 2023;1687500654301065216;"Kalo memang mau berpolitik jangan jadikan sepakbola kendaraannya, BUMN sudah anda terlantarkan masa PSSI akan jadi part 2. #pssi";0;0;0;1;in;1467524627421282307;1687499851725168640;AzrielAdhytama;https://twitter.com/AzrielAdhytama/status/1687500654301065216
Fri Aug 04 16:24:51 +0000 2023;1687499851725168640;"Ayo dong pengurus PSSI evaluasi regulasi tanpa suporter lawan, harusnya dengan kepengurusan yg baru buat gerakan perdamaian bukan malah tanpa suporter lawan. #Persija #PersijaDay #sleman #pssi #Liga1";0;1;0;1;in;1467524627421282307;1687499851725168640;AzrielAdhytama;https://twitter.com/AzrielAdhytama/status/1687499851725168640
Fri Aug 04 13:04:00 +0000 2023;1687449305152647169;"Ketua Umum PSSI, Erick Thohir, tidak mau berpolemik terkait Yunus Nusi yang menjadi Wasekjen KONI.  #bolaskorsom #pssi #erickthohir #yunusnusi  https://t.co/mccWDSSniJ";0;0;0;0;in;940477788959555584;1687449305152647169;bolaskorcom;https://twitter.com/bolaskorcom/status/1687449305152647169
Fri Aug 04 11:32:23 +0000 2023;1687426248316977153;"@garagarabola_ Ganti #pssi sama aja wkwk lelucon 😅";0;0;0;0;in;1556885516389195776;1687348802800517121;sohebpicisan;https://twitter.com/sohebpicisan/status/1687426248316977153
Fri Aug 04 11:04:31 +0000 2023;1687419235218370560;"Tetap percayakan Timnas pada Coach @shintaeyong7777 biar jos dan plong!  Sikat terus coachhh-kuuuuuuu!  #PercayaProses #TimnasGaruda #PSSI https://t.co/6icsbFWC0H";0;0;0;0;in;1661266215925579779;1687419235218370560;RezaWongJowo;https://twitter.com/RezaWongJowo/status/1687419235218370560
Fri Aug 04 10:50:00 +0000 2023;1687415582654865408;"Jakarta International Stadium kemungkinan menjadi venue pembukaan Piala Dunia U-17 2023.  #bolaskorcom #jakartainternationalstadium #pialadunia #pssi  https://t.co/dHdpRqLDY1";0;0;0;0;in;940477788959555584;1687415582654865408;bolaskorcom;https://twitter.com/bolaskorcom/status/1687415582654865408
Fri Aug 04 08:37:30 +0000 2023;1687382237107650561;"Belum diketahui kemana Nurhidayat akan berlabuh. Karena pendaftaran pemain untuk klub Liga 1 sudah ditutup  Berita Selengkapnya  https://t.co/6sz92nB2gy  Berita @ligasatuindonesia1  https://t.co/zZoqf05c6j  #ligasatuindonesia1 #briliga1 #pssi #timnasindonesia https://t.co/SB84d8Wk4Q";0;0;0;0;in;1659401227590045698;1687382237107650561;seputar_liga1;https://twitter.com/seputar_liga1/status/1687382237107650561
Fri Aug 04 07:56:40 +0000 2023;1687371961696141312;"Arema FC Vs Barito Putera Liga1 Pekan ke6  #aremafc #baritoputera #pssi #liga1 #radarpena  https://t.co/OLgNzZ35D5";0;0;1;1;in;1609843838029529088;1687371961696141312;PutriIn22836341;https://twitter.com/PutriIn22836341/status/1687371961696141312
Fri Aug 04 07:55:45 +0000 2023;1687371731164618753;"Arema FC Vs Barito Putera Liga1 Pekan ke6 #aremafc #baritoputera #liga1 #headtohead #radarpena #pssi  https://t.co/OLgNzZ35D5";0;0;1;1;in;1609843838029529088;1687371731164618753;PutriIn22836341;https://twitter.com/PutriIn22836341/status/1687371731164618753
Fri Aug 04 06:05:00 +0000 2023;1687343860190744578;"FIFA yakin perhelatan Piala Dunia U-17 2023 Indonesia bisa digelar di empat stadion saja.  #bolaskorcom #fifa #pialadunia #pssi  https://t.co/Iv5JDdVpy6";0;0;0;0;in;940477788959555584;1687343860190744578;bolaskorcom;https://twitter.com/bolaskorcom/status/1687343860190744578
Fri Aug 04 05:30:00 +0000 2023;1687335052844412928;"Ketua Umum PSSI Erick Thohir rekomendasikan Jakarta menjadi tuan rumah dua grup babak penyisihan Piala Dunia U-17 2023. #ThePhraseID #erickthohir #PSSI #PialaDuniaU17 #FIFAWorldCupU17  https://t.co/seyuDM17pd";0;0;0;0;in;1385513704322600961;1687335052844412928;ThePhraseID;https://twitter.com/ThePhraseID/status/1687335052844412928
Fri Aug 04 05:05:11 +0000 2023;1687328809807421440;"Pak @erickthohir selalu menempati janji  Tim Medsos Pusat Erick Thohir #ErickThohir #BUMN #EKonomi #UMKM #HIPMI #PSSI  #akhlak #ForumAKHLAKIndonesia #erichtohirmenyaparelawan #akhlakbumn #akhlakers #kitaatasi #AkhlakersRelawanErickThohir #aryakuntadi #BayuSamekto https://t.co/AJuP71TJep";0;0;0;0;in;823277508;1687328809807421440;BayuGorontalo;https://twitter.com/BayuGorontalo/status/1687328809807421440
