created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Jul 20 09:09:00 +0000 2023;1681954347423498240;"PSSI membuka seleksi Timnas Indonesia U-17.  #merahputihcom #pssi #timnasindonesia #sepakbola   https://t.co/3ABNTMaSCr";0;0;0;0;in;2714869507;1681954347423498240;newsmerahputih;https://twitter.com/newsmerahputih/status/1681954347423498240
Thu Jul 20 09:06:46 +0000 2023;1681953787618152449;"TC di Jerman, Timnas U-17 Akan Gelar Mini Turnamen Lawan Tim Bundesliga  https://t.co/CpbuNTNeRo #PSSI #erickthohir #timnasU17Indonesia #TCTimnasU17";0;0;0;0;in;1183693365449084928;1681953787618152449;gemaposID;https://twitter.com/gemaposID/status/1681953787618152449
Thu Jul 20 07:58:12 +0000 2023;1681936529101582336;"Debut Pria Kelahiran Samarinda Moncer di Liga 1 Bersama Dewa United, Persib Bandung Dibobol   https://t.co/RKOyEoIomf #DewaUnited #liga1 #LigaIndonesia #football #PersibBandung #PSMmakassar #PSSI #Indonesia #Samarinda #KalimantanTimur #kaltim #AhmadRusadi #timnasindonesia";0;0;0;0;in;103551225;1681936529101582336;tribunkaltim;https://twitter.com/tribunkaltim/status/1681936529101582336
Thu Jul 20 07:48:47 +0000 2023;1681934160762634240;"Asep Berlian akhirnya dijatuhi sanski larangan bermain dan denda oleh Komdis PSSI. #PERSIB #dewaunited #asepberlian #pssi  https://t.co/4PmHT8b4Jh";0;0;0;0;in;1593459678054584320;1681934160762634240;Sukabumiupdate_;https://twitter.com/Sukabumiupdate_/status/1681934160762634240
Thu Jul 20 05:28:58 +0000 2023;1681898975396511744;"Ngaco nya Rezim !  #Indonesia #PSSI";0;0;0;0;in;117444370;1681898975396511744;toedjoetiga;https://twitter.com/toedjoetiga/status/1681898975396511744
Thu Jul 20 04:34:44 +0000 2023;1681885328750313472;"Untuk siapa saja &amp  dimana saja kesempatan ini masih terbuka lebar, Erick Thohir &amp  PSSI membuka pintu lebar untuk para calon pahlawan bangsa di pialadunia U-17 ! ayoo semangat adik-adik 🫡 #pssi #erickthohir #pialadunia  #pialaduniau17 https://t.co/12elMThKIV";0;0;0;0;in;1673269935051784193;1681885328750313472;HrWcksn;https://twitter.com/HrWcksn/status/1681885328750313472
Thu Jul 20 03:00:36 +0000 2023;1681861638943838209;"#LTID - BRI Liga 1: Erick Thohir Sebut Larangan Suporter Awaydays Berlaku 2 Tahun  #LTID #LigatarkamID #beritabola #beritabolaterkini #beritabolaterupdate #beritabolaindonesia #PSSI #Timnasindonesia #timnasgaruda #BRILiga1 #Indonesialiga1 #erickthohir https://t.co/EKuZiHxU3S";0;0;0;0;in;1672139723463327747;1681861638943838209;LigatarkamID;https://twitter.com/LigatarkamID/status/1681861638943838209
Thu Jul 20 01:55:00 +0000 2023;1681845127365660673;"Ini peringatan serius untuk para wasit, jangan ngaco. Kalau enggak mau digigit Pak @erickthohir #ErickThohir #Wasit #LigaIndonesia #PSSI #VAR https://t.co/txw83rnprn";0;0;0;0;in;79130206;1681845127365660673;jpnncom;https://twitter.com/jpnncom/status/1681845127365660673
